Capítulo,Escena,Personaje,Diálogo / Texto,Imagen de Fondo,Sprite de Personaje,BGM,VFX
capitulo_0,guia_naia,naia,"Si prefieres explorar con las manos libres, activa la REPRODUCCIÓN AUTOMÁTICA. Tú manejas el ritmo de la marcha en cuatro velocidades: ""x1"" es una caminata firme, ""x2"" un trote ligero, ""x3"" una carrera veloz y ""x4"" es tan rápido como una ráfaga de viento en la Era de Hielo.",/backgrounds/bg_hoyo_negro_tutorial.jpg,sprites/Naia_frente_Normal_.png,/bgm/pluck_loop_01.mp3,/sfx/sfx_activacion_don.wav
capitulo_0,guia_naia,naia,"Por último, si quieres apreciar el paisaje puro sin que nada te estorbe, presiona OCULTAR INTERFAZ. Toda la herramienta desaparecerá para que observes los secretos del fondo marino. Solo toca cualquier parte de la pantalla y las marcas volverán.",/backgrounds/bg_hoyo_negro_tutorial.jpg,sprites/Naia_frente_Normal_.png,/bgm/pluck_loop_01.mp3,/sfx/sfx_activacion_don.wav
capitulo_0,guia_naia,naia,"El mapa está trazado y las herramientas listas, explorador. El rastro de Hoyo Negro está fresco... ¿estás listo para adentrarte conmigo en la oscuridad?",/backgrounds/bg_hoyo_negro_tutorial.jpg,sprites/Naia_frente_Normal_.png,/bgm/pluck_loop_01.mp3,play
capitulo_0,guia_naia_eleccion,SISTEMA (Elección),"Casi se me olvida, habra menus como este que te pida tomar desiciones en el destino de la historia, crees poder aceptar esta responsabilidad.?  [Opciones: SI / No]",/backgrounds/bg_pantalla_negra.jpg,,,
capitulo_0,guia_naia_si_mensaje,MENSAJE PERSONALIZADO,"Entonces sigamos, tus manos guiaran esta historia, click para continuar",/backgrounds/bg_pantalla_negra.jpg,,,
capitulo_0,guia_naia_no_mensaje,MENSAJE PERSONALIZADO,"No te preocupes, vuelve cuando te sientas list@.",/backgrounds/bg_pantalla_negra.jpg,,,
capitulo_1,escena_intro,narrador,Ciudad de México. 15 de diciembre de 2011.,/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"Para la mayoría de los estudiantes, diciembre es sinónimo de fiestas, descanso y el cierre de un ciclo escolar exitoso.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"Para Amaranta, es el recordatorio de que su mente se está desmoronando.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,sistema,"[EFECTO VISUAL: Parpadeo de pantalla en rojo tenue / Desenfoque de cámara]
[SFX: Sonido de respiración agitada y dolor de cabeza punzante]",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,amaranta,"(Con la mirada perdida, sosteniendo un vaso de agua con manos temblorosas) Otra vez... Otra vez la misma sed maldita. Siento que tengo los pulmones llenos de polvo... y la cabeza a punto de estallar.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"A sus 16 años, la vida de Amaranta solía ser predecible y brillante. Hija de un médico y una gerente de ventas, las calificaciones nunca habían sido un problema. Era la alumna ejemplar, la amiga sonriente.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"Hasta que llegaron los sueños. O mejor dicho, las visiones.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,amaranta,"(Frustrada, arroja el vaso de plástico sobre el escritorio) ¡No quiero dormir! Cada vez que cierro los ojos, ese maldito vacío me traga. Siento el frío de la piedra, la oscuridad... y el miedo de alguien que no soy yo.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"El insomnio crónico no tardó en cobrar factura. Su rendimiento académico impecable cayó en picada; el cansancio acumulado transformó su habitual calidez en una versión gris, triste y de cambios de humor repentinos que asustaron a sus padres y alejaron a sus amigos.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_intro,narrador,"Tras una gran cantidad de estudios médicos en el hospital para descartar problemas neurológicos y hormonales, el diagnóstico final fue tajante: ""Colapso nervioso por estrés severo"". ¿La receta? Tres meses de aislamiento fuera del estres de la ciudad y reposo.",/backgrounds/bg_recamara_amaranta_cdmx_noche.jpg,,/music/bgm_trauma_silencio.mp3,/sfx/sfx_reloj_tic_tac.wav
capitulo_1,escena_1_2,narrador,"El remedio de sus padres fue enviarla lejos del ruido de la capital. Destino: Tulum, Quintana Roo, bajo el cuidado de su abuela. Un respiro necesario mientras ellos continuaban con sus jornadas laborales en la gran ciudad.",/backgrounds/bg_fachada_casa_abuela.jpg,,/music/bgm_brisa_tropical.mp3,/sfx/sfx_candelilla_cigarras.wav
capitulo_1,escena_1_2,narrador,"Los primeros tres días en el caribe funcionaron como un bálsamo milagroso. Por fin, Amaranta pudo conciliar el sueño de forma natural, sin la humillante necesidad de recurrir a las pastillas para dormir.",/backgrounds/bg_fachada_casa_abuela.jpg,,/music/bgm_brisa_tropical.mp3,/sfx/sfx_candelilla_cigarras.wav
capitulo_1,escena_1_2,narrador,El aire puro de la selva parecía haber ahuyentado a los fantasmas de su cabeza. Pero la calma en la superficie del suelo de Yucatán siempre es un espejismo.,/backgrounds/bg_fachada_casa_abuela.jpg,,/music/bgm_brisa_tropical.mp3,/sfx/sfx_candelilla_cigarras.wav
capitulo_1,escena_1_2,narrador,"Al cuarto día, durante una caminata de regreso a casa por los senderos menos transitados de la localidad, la paz se rompió.",/backgrounds/bg_fachada_casa_abuela.jpg,,/music/bgm_brisa_tropical.mp3,/sfx/sfx_candelilla_cigarras.wav
capitulo_1,escena_1_3,amaranta,"(Escondiéndose ligeramente detrás de un arbusto, observando con los ojos de par en par) ¿Pero qué...? Este camino suele estar completamente desierto. ¿Qué hace toda esta gente aquí?",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,narrador,"Frente a ella, la quietud del pueblo se había transformado en un despliegue logístico incomprensible. Camionetas todoterreno con logotipos institucionales oficiales, plantas de luz rugiendo en la maleza y personal técnico moviéndose con urgencia.",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,narrador,"No eran turistas, ni policías comunes. Eran buzos de exploración cargando tanques de gas, especialistas transportando computadoras de alta resistencia y científicos con analizando planos.",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,amaranta,(Murmurando para sí misma) Llevan trajes de neopreno... y esas cajas amarillas parecen equipos de rescate o de laboratorio... ¿Qué habrán encontrado ahí abajo? ¿Una cueva nueva?,/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,sistema,"[EFECTO VISUAL: Destello blanco súbito en el centro de la pantalla]
[SFX: Un latido sordo e interno: *DUM-DUM*]",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,amaranta,"(Llevándose la mano a la frente con un gesto de dolor agudo) ¡Ah...! ¿Otra vez? Justo en el centro de la frente... Siento una punzada helada, como si me clavaran una aguja de hielo.",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_3,narrador,"La presión en su cabeza fue tan intensa que la obligó a retroceder y tomar el camino largo a casa. A medida que se alejaba del campamento científico, el dolor comenzó a ceder, dejándole únicamente una extraña sensación de urgencia y una profunda sed.",/backgrounds/bg_sendero_selva_campamento.jpg,,/music/bgm_misterio_cientifico.mp3,/sfx/sfx_motor_diesel.wav
capitulo_1,escena_1_4,narrador,"La cena con su abuela transcurrió con normalidad. Las risas y las historias locales lograron disipar el misterio de esos hombres y el dolor de cabeza de Amaranta. Sin embargo, al subir a su habitación, la noche adquirió un peso distinto.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,narrador,"Tras tomar una ducha, se dispuso a leer un rato para despejar la mente. Pero al apagar la lámpara, sus ojos se posaron inevitablemente sobre la mesa de noche.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,sistema,[EFECTO VISUAL: Enfoque de cámara hacia el frasco de medicamentos],/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,amaranta,"(Mirando fijamente el frasco de pastillas para dormir) No las he tocado desde que llegué... He dormido bien. Pero... ¿por qué siento este escalofrío? Siento que esta noche... Esta noche va a ser diferente. Si no me tomo la pastilla, el vacío me va a atrapar otra vez.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,narrador,"A pesar de la fuerte intuición que recorrió su espina dorsal, el orgullo y el deseo de mantenerse limpia ganaron la batalla. Apartó la mirada, dio un leve suspiro y se acomodó entre las sábanas, cerrando los ojos.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,narrador,Pasaron dos horas. El sueño la arrastró suavemente hacia un estado profundo de inconsciencia.,/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,narrador,Hasta que el calor desapareció. El aire acondicionado de la habitación fue sustituido por una corriente helada y húmeda. El olor a selva se transformó en el aroma a piedra caliza rancia y confinamiento milenario.,/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,sistema,"[EFECTO VISUAL: La pantalla se oscurece por completo de forma lenta]
[BGM: Detener BGM por completo]
[SFX: Sonido lejano de goteo de agua con eco profundo: *Ploc... Ploc...*]",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_4,narrador,El viaje en el tiempo había comenzado.,/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_preludio_sueno.mp3,/sfx/sfx_viento_selva.wav
capitulo_1,escena_1_5,narrador,Amaranta ya no está en su cama. Su conciencia ha sido arrastrada trece mil años al pasado.,/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,narrador,"A través de los ojos de un cuerpo que no le pertenece, sostiene una antorcha de resina con la mano derecha. Las llamas bailan con desesperación, devoradas por una negrura tan densa que ninguna luz parece capaz de perforarla.",/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,naia,"(Respiración entrecortada, tacto seco en la garganta) Tengo tanta sed... La tierra afuera está muriendo y aquí abajo... Aquí abajo solo hay piedra.",/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,narrador,"Frente a ella se abre solo oscuridad. Es el Hoyo Negro primigenio, mucho antes de que el fin de la era de hielo lo inundara. Sigue caminando en su trayecto, buscando algún rastro de agua.",/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,sistema,"[SFX: Un aleteo masivo, agudo y repentino: SFX_HORDA_MURCIELAGOS]
[EFECTO VISUAL: Ráfaga de partículas negras cruzando la pantalla]",/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,narrador,El calor de la antorcha altera el descanso de una colonia de murciélagos oculta en el techo de la bóveda. Cientos de garras y alas ciegas impactan contra el rostro de la joven en un parpadeo de pánico.,/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,naia,¡Ah! ¡Déjenme! ¡No veo nada!,/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,narrador,"La horda de quirópteros nubla su vista por completo. Presa del terror, la chica suelta la antorcha, gira sobre su propio eje y da unos pasos a ciegas. Llegando a un paso fatal justo al borde del abismo.",/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5,narrador,El suelo firme desaparece. La gravedad la reclama.,/backgrounds/bg_hoyo_negro_pleistoceno_oscuro.jpg,,/music/bgm_terror_ancestral.mp3,/sfx/sfx_eco_caverna_seca.wav
capitulo_1,escena_1_5_eleccion,SISTEMA (Elección),Elige la reacción de supervivencia de Naia. [Opciones: Proteger la cabeza y encoger el cuerpo en posición fetal. / Extender los brazos para intentar aferrarse a las paredes rugosas.],/backgrounds/bg_pantalla_negra.jpg,,,
capitulo_1,escena_1_5_ruta_a,narrador,El instinto de conservación la obliga a encogerse en el aire. Su cuerpo rueda y rebota violentamente contra los salientes del túnel calizo. El dolor es un destello blanco en su mente.,/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_caida_cuerpo_roca.wav
capitulo_1,escena_1_5_ruta_a,sistema,[SFX: Crujido óseo limpio y agudo: SFX_FRACTURA_PELVIS],/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_caida_cuerpo_roca.wav
capitulo_1,escena_1_5_ruta_a,naia,(Un grito ahogado que se corta instantáneamente por el impacto) ¡Gah...!,/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_caida_cuerpo_roca.wav
capitulo_1,escena_1_5_ruta_a,narrador,"El golpe final en el fondo de la fosa seca fractura su cadera de manera limpia. El impacto resuena en el frío eco del lugar, seguido de un silencio sepulcral que vuelve a apoderarse de la cueva oscura.",/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_caida_cuerpo_roca.wav
capitulo_1,escena_1_5_ruta_b,narrador,"En un acto desesperado, extiende las extremidades buscando un soporte. Sus manos y piernas se desgarran contra la superficie áspera y afilada de la cueva, frenando el descenso solo unas milésimas de segundo antes de la caída libre.",/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_arrastre_piel_aspera.wav
capitulo_1,escena_1_5_ruta_b,sistema,[SFX: Múltiples fracturas consecutivas y quejido sordo: SFX_FRACTURA_MULTIPLE],/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_arrastre_piel_aspera.wav
capitulo_1,escena_1_5_ruta_b,naia,"(Un gemido largo, un quejido que se apaga lentamente) Uh... uuh...",/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_arrastre_piel_aspera.wav
capitulo_1,escena_1_5_ruta_b,narrador,"Los brazos extendidos absorben el impacto de forma destructiva, quebrando múltiples huesos antes de que su cuerpo quede inerte en el suelo. Es el último quejido de la adolescente antes de que el silencio absoluto lo devore todo.",/backgrounds/bg_pantalla_negra.jpg,,,/sfx/sfx_arrastre_piel_aspera.wav
capitulo_1,escena_1_6,amaranta,"(Despierta de golpe, abriendo los ojos de par en par, llevándose las manos al cuerpo) ¡¡Ah ...!! ¡No, no, no!",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,sistema,[EFECTO VISUAL: Vibración de pantalla / Temblores en la cámara],/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,amaranta,(Tocándose la cadera y los brazos con desesperación) ¿Estoy armada? ¿Estoy rota? Juro que escuché mis propios huesos romperse... Sentí el frío de la piedra en mi espalda... ¡Siento los brazos congelados!,/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,narrador,"Amaranta se levanta de la cama tropezando con sus propias sábanas. El ardor en su garganta es real, una sed monstruosa que la hace sentir como si hubiera caminado días enteros bajo el sol del desierto.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,narrador,"Camina a tropezones hacia la cocina. El agua fría del refrigerador apenas logra calmar la quemazón interna. Al regresar a su recámara, la luz de la luna plateada revela el frasco sobre la mesa de noche.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,amaranta,(Sosteniendo el frasco de pastillas con dedos temblorosos) Esto no fue una pesadilla normal... No fui yo quien cayó. Era otra persona. Una chica... una chica de mi edad con una antorcha. ¿Por qué puedo sentir su dolor? ¿Por qué se sintió tan real?,/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,narrador,"Con el pulso acelerado y la certeza de que no podrá volver a conciliar el sueño por el miedo a regresar a esa fosa, destapa el frasco. Saca una pastilla. Sabiendo que ya pasó de la medianoche, la parte exactamente a la mitad con las uñas.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,amaranta,"Si me la tomo completa, no voy a despertar mañana... Solo necesito apagar mi cerebro. Solo un poco.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,sistema,"[SFX: Sonido de tragar agua]
[EFECTO VISUAL: Fundido a negro lento]",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_6,narrador,"La media dosis hace efecto tras una larga hora de angustia. Amaranta cae en un letargo artificial, libre de visiones, pero desprovisto de un descanso real.",/backgrounds/bg_recamara_abuela_noche.jpg,,/music/bgm_despertar_trauma.mp3,/sfx/sfx_respiracion_agitada_amaranta.wav
capitulo_1,escena_1_7,narrador,"A la mañana siguiente, el calor de Tulum parece borrar las sombras de la madrugada. Amaranta entra a la cocina arrastrando los pies, ocultando las ojeras detrás de una sonrisa forzada para no alarmar a su abuela.",/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7,amaranta,"(Pensando para sí misma mientras observa a su abuela cocinar) Si le digo lo que soñé... va a pensar que estoy completamente demente. ""Abuela, soñé con una niña que murió hace miles de años en una cueva sin agua"". Sí, claro. Directito al hospital psiquiátrico.",/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7,sistema,[SFX: Tono de llamada de celular de 2011: SFX_TELEFONO_RING],/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7,amaranta,(Saca el teléfono del bolsillo) ¿Mamá?,/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7,mama,"(Voz a través del auricular, con tono apurado pero cariñoso) ¡Hola, mi amor! Solo llamaba para avisarte que tu papá y yo ya logramos coordinar los días libres. Salimos para allá mañana mismo. ¡Vamos a pasar este 24 de diciembre juntas en casa de la abuela!",/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7,amaranta,"(Tratando de sonar entusiasmada) ¿En serio? Qué bueno, mamá... Sí, las espero. Aquí las cosas están... muy tranquilas.",/backgrounds/bg_cocina_abuela_dia.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_remanso_cocina.wav
capitulo_1,escena_1_7_eleccion,SISTEMA (Elección),¿Qué camino decidirá tomar Amaranta ante las sospechas de su entorno? [Opciones: Ignorar los misterios y concentrarse en su recuperación familiar. / Investigar a fondo qué está sucediendo en los cenotes.],,,,
capitulo_1,escena_1_7_ruta_a,narrador,20 de diciembre. 10:30 PM. Las luces de la televisión parpadean en la sala mientras el aroma de la cena de la abuela intenta ahuyentar el frío de la noche.,/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,amaranta,"(Pensativa, mirando la pantalla, sin prestar atención) Esas camionetas de los científicos... Ese extraño uniforme... sus instrumentos raros...",/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,sistema,[SFX: Golpes firmes a la puerta: SFX_TOCAR_PUERTA],/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,abuela,"(Desde la cocina) ¡Ami, mi niña! ¿Podrías abrir por favor? Deben ser tus padres, el camión de la capital venía retrasado.",/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,sistema,[EFECTO VISUAL: Transición rápida a primer plano de puerta abriéndose],/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,mama,"(Abrazando a Amaranta con fuerza) ¡Mírate, qué delgada estás! ¿Te encuentras bien, mi amor? Te hemos extrañado tanto...",/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,amaranta,"(Escondiendo el rostro en su hombro) Yo también, mamá. Siento que no los he visto en siglos.",/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
capitulo_1,escena_1_7_ruta_a,narrador,"Detrás de ellas, su padre entra cargando las pesadas maletas familiares, saludando a Amaranta con el alivio de quien recupera su tesoro más grande tras una larga ausencia.",/backgrounds/bg_sala_abuela_noche.jpg,,/music/bgm_diario_vivir.mp3,/sfx/sfx_television_subfondo.wav
